id,susceptibility_BV,infectivity_BV,susceptibility_EV,infectivity_EV,susceptibility,infectivity,susceptibility_ln,infectivity_ln,IndexCase_0,group,Tinf,frailties,Epi.type,I,R,eRates,V1
1435,0.618474069411567,3.27113026241746e-07,0,0,0.618474069411567,3.27113026241746e-07,1.85609360980886,1.00000032711308,1,82,1.04985665600687,lognormal,SI,1,,0,9.99999894934957
1462,-0.66012828696354,2.56106173234556e-07,0,0,-0.66012828696354,2.56106173234556e-07,0.516785033456266,1.00000025610621,1,82,2.06753161911998,lognormal,SI,1,,0,9.99999894934957
846,0.187452231671626,-6.25738758621412e-07,0,0,0.187452231671626,-6.25738758621412e-07,1.20617263119451,0.999999374261437,1,83,1.20418304602178,lognormal,SI,1,,0,10.0000021346152
903,-0.146266002308203,1.06635663631167e-06,0,0,-0.146266002308203,1.06635663631167e-06,0.863927865810936,1.0000010663572,1,83,0.447831435060419,lognormal,SI,1,,0,10.0000021346152
938,0.0718137381156382,1.96287018774344e-07,0,0,0.0718137381156382,1.96287018774344e-07,1.074455195375,1.00000019628704,1,83,1.68200174861935,lognormal,SI,1,,0,10.0000021346152
969,-0.571445369339036,-5.15152621681013e-07,0,0,-0.571445369339036,-5.15152621681013e-07,0.564708636002981,0.999999484847511,1,83,1.03388323878729,lognormal,SI,1,,0,10.0000021346152
1027,0.437901220962272,6.06486791413687e-08,0,0,0.437901220962272,6.06486791413687e-08,1.54945184649762,1.00000006064868,1,83,1.24436970571175,lognormal,SI,1,,0,10.0000021346152
1089,-0.0426243507984444,9.83581375120003e-07,0,0,-0.0426243507984444,9.83581375120003e-07,0.958271296310885,1.00000098358186,1,83,0.559330050137341,lognormal,SI,1,,0,10.0000021346152
1139,-0.0245057483419374,2.39722456293982e-07,0,0,-0.0245057483419374,2.39722456293982e-07,0.975792079715751,1.00000023972249,1,83,0.251331786808254,lognormal,SI,1,,0,10.0000021346152
1174,-0.211179675008204,-2.79233649974047e-08,0,0,-0.211179675008204,-2.79233649974047e-08,0.809628583789395,0.999999972076635,1,83,1.23050991707696,lognormal,SI,1,,0,10.0000021346152
1269,-0.132968895012407,3.94681317125415e-07,0,0,-0.132968895012407,3.94681317125415e-07,0.875492323863119,1.0000003946814,1,83,3.96451982548673,lognormal,SI,1,,0,10.0000021346152
1425,0.306104899335741,3.62150863650514e-07,0,0,0.306104899335741,3.62150863650514e-07,1.35812476546159,1.00000036215093,0,83,0,lognormal,SI,1,,0,10.0000021346152
655,0.214885840938216,-3.48028204689211e-07,0,0,0.214885840938216,-3.48028204689211e-07,1.23972036357398,0.999999651971856,1,84,4.95751531849548,lognormal,SI,1,,0,9.99999883584014
681,0.635243118665168,6.79843055244969e-07,0,0,0.635243118665168,6.79843055244969e-07,1.88748096753524,1.00000067984329,1,84,0.824768248677778,lognormal,SI,1,,0,9.99999883584014
862,-0.198180914300471,3.40401888744209e-08,0,0,-0.198180914300471,3.40401888744209e-08,0.820221449924259,1.00000003404019,1,84,4.5632224794523,lognormal,SI,1,,0,9.99999883584014
